agent,probe_id,condition,on_target,label,dim_raw,dim_z,logistic_raw,logistic_z
Ruth,rel-ctrl-3,mentioned,False,0,-52.219868,-0.7868095794991886,-3.8459475,-0.8618492990937167
Ruth,rel-ctrl-3,neutral,False,0,-56.41183,-0.8537441189447105,-4.651627,-1.0417633631839103
Ruth,rel-ctrl-3,repeat,False,0,-56.41183,-0.8537441189447105,-4.651627,-1.0417633631839103
Ruth,rel-ctrl-3,seeded,False,0,-60.609833,-0.9207751408726503,-3.8932426,-0.8724105786673008
Ruth,rel-on-0,mentioned,True,0,-52.420475,-0.7900127187316112,-4.9339147,-1.1048002036938878
Ruth,rel-on-0,neutral,True,0,-57.10051,-0.8647405332373951,-3.9465067,-0.8843049223718893
Ruth,rel-on-0,repeat,True,0,-57.10051,-0.8647405332373951,-3.9465067,-0.8843049223718893
Ruth,rel-on-0,seeded,True,0,-54.350727,-0.8208337858242154,-4.092423,-0.9168890325914626
Ruth,rel-on-1,mentioned,True,1,65.6861,1.0958378722589648,4.3259873,0.9630022269283529
Ruth,rel-on-1,neutral,True,1,67.03432,1.1173654043271675,4.961038,1.1048136621241758
Ruth,rel-on-1,repeat,True,1,67.03432,1.1173654043271675,4.961038,1.1048136621241758
Ruth,rel-on-1,seeded,True,1,66.29742,1.1055989879502108,4.8796163,1.0866315799207287
Ruth,rel-on-2,mentioned,True,1,62.99919,1.0529350847677894,3.830477,0.8523512223628659
Ruth,rel-on-2,neutral,True,1,65.89533,1.0991788218553207,5.0302663,1.120272755131776
Ruth,rel-on-2,repeat,True,1,65.89533,1.0991788218553207,5.0302663,1.120272755131776
Ruth,rel-on-2,seeded,True,1,65.095856,1.0864132879536779,4.378057,0.9746297554925564
Ruth,rel-on-3,mentioned,True,0,-59.678314,-0.9059012454518048,-4.415695,-0.9890780343829823
Ruth,rel-on-3,neutral,True,0,-63.564026,-0.9679457858996994,-3.033766,-0.6804833645299527
Ruth,rel-on-3,repeat,True,0,-63.564026,-0.9679457858996994,-3.033766,-0.6804833645299527
Ruth,rel-on-3,seeded,True,0,-61.224255,-0.9305857769289254,-4.066978,-0.9112070121115922
