trial_id,agent,repeat,condition,probe_id,mapping,call_id,on_target,label,dim_raw,dim_z,logistic_raw,logistic_z
12,Frank,0,repeat,rel-on-2,reversed,c000026,True,1,-0.7803243,-0.38314450780952986,0.030828172,0.09466758172361571
13,Ruth,1,seeded,rel-on-2,standard,c000027,True,1,2.540412,1.954169023095234,3.308665,1.7565524629367344
13,Ruth,1,seeded,rel-on-2,reversed,c000028,True,1,-0.5399526,-0.21395791856290491,0.53680557,0.35120145521809215
14,Maria,2,neutral,rel-ctrl-2,standard,c000029,False,1,2.6898415,2.059345618793365,3.4514608,1.8289508747065322
14,Maria,2,neutral,rel-ctrl-2,reversed,c000030,False,1,-0.064903095,0.12040756625835611,1.3695068,0.7733864818967503
15,Frank,2,seeded,rel-on-2,standard,c000031,True,1,2.659485,2.0379791397008535,3.4373417,1.8217923735402715
15,Frank,2,seeded,rel-on-2,reversed,c000032,True,1,-0.4642641,-0.1606842770189052,0.45734063,0.3109122060872685
16,Maria,1,seeded,rel-on-3,standard,c000033,True,0,-2.6359057,-1.6892029719840125,-3.800578,-1.8478806442136588
16,Maria,1,seeded,rel-on-3,reversed,c000034,True,0,-1.6400303,-0.988252017579689,-3.0841746,-1.4846593587797374
17,Frank,2,seeded,rel-on-1,standard,c000035,True,1,2.618881,2.0093997706240945,3.3980398,1.8018660654306615
17,Frank,2,seeded,rel-on-1,reversed,c000036,True,1,-0.7057892,-0.33068269816077217,0.23623517,0.19881028331926726
18,Ruth,2,repeat,rel-on-3,standard,c000037,True,0,-2.6142237,-1.6739419923167693,-4.3601856,-2.131605335726752
18,Ruth,2,repeat,rel-on-3,reversed,c000038,True,0,-1.7735684,-1.082243364509381,-3.6435447,-1.7682636540219496
19,Maria,2,seeded,rel-on-3,standard,c000039,True,0,-2.6359057,-1.6892029719840125,-3.800578,-1.8478806442136588
19,Maria,2,seeded,rel-on-3,reversed,c000040,True,0,-1.6400303,-0.988252017579689,-3.0841746,-1.4846593587797374
20,Frank,0,neutral,rel-on-0,standard,c000041,True,0,-2.5333216,-1.6169987246099449,-3.7560706,-1.8253150467682817
20,Frank,0,neutral,rel-on-0,reversed,c000042,True,0,-1.6422503,-0.9898145978479017,-3.233332,-1.560283085107424
21,Maria,1,mentioned,rel-ctrl-3,standard,c000043,False,0,-0.8910635,-0.461088760346484,-1.0530558,-0.4548687130430358
21,Maria,1,mentioned,rel-ctrl-3,reversed,c000044,False,0,-1.1315944,-0.6303874059722206,-1.4277358,-0.6448339624487185
22,Ruth,0,mentioned,rel-ctrl-2,standard,c000045,False,1,2.5585115,1.9669084615381671,3.7990773,2.005194696505228
22,Ruth,0,mentioned,rel-ctrl-2,reversed,c000046,False,1,-0.37320435,-0.09659151026337723,1.492015,0.8354989301324371
23,Ruth,1,repeat,rel-on-0,standard,c000047,True,0,-2.6202898,-1.6782116298364103,-4.5236177,-2.214466497723597
23,Ruth,1,repeat,rel-on-0,reversed,c000048,True,0,-1.6284345,-0.9800903192577435,-3.318305,-1.6033650049176038
24,Frank,0,seeded,rel-ctrl-1,standard,c000049,False,0,-2.4901578,-1.5866177272499307,-3.3060393,-1.597146223239126
24,Frank,0,seeded,rel-ctrl-1,reversed,c000050,False,0,-1.9485672,-1.2054169446745122,-3.275331,-1.581576906281774
25,Frank,2,repeat,rel-ctrl-3,standard,c000051,False,0,-2.0613515,-1.2848006874698275,-3.3465333,-1.6176769302989438
25,Frank,2,repeat,rel-ctrl-3,reversed,c000052,False,0,-1.4230702,-0.8355437992429373,-3.3167717,-1.6025876269878467
26,Maria,0,repeat,rel-on-3,standard,c000053,True,0,-2.475264,-1.5761346872698005,-3.3321712,-1.6103952526266305
26,Maria,0,repeat,rel-on-3,reversed,c000054,True,0,-1.6499414,-0.9952280411032607,-3.1787806,-1.5326251847469663
27,Ruth,0,neutral,rel-on-1,standard,c000055,True,1,2.4682024,1.90334400851613,2.917585,1.5582722554134634
27,Ruth,0,neutral,rel-on-1,reversed,c000056,True,1,-0.4348662,-0.1399924436143369,0.5425361,0.3541068614116359
28,Ruth,1,neutral,rel-on-1,standard,c000057,True,1,2.4682024,1.90334400851613,2.917585,1.5582722554134634
28,Ruth,1,neutral,rel-on-1,reversed,c000058,True,1,-0.4348662,-0.1399924436143369,0.5425361,0.3541068614116359
29,Maria,2,neutral,rel-on-1,standard,c000059,True,1,2.6642916,2.041362227088188,3.4890862,1.8480271561325698
29,Maria,2,neutral,rel-on-1,reversed,c000060,True,1,-0.30549985,-0.04893742690943361,0.78899974,0.4790655586484568
30,Frank,0,repeat,rel-on-0,standard,c000061,True,0,-2.5333216,-1.6169987246099449,-3.7560706,-1.8253150467682817
30,Frank,0,repeat,rel-on-0,reversed,c000062,True,0,-1.6422503,-0.9898145978479017,-3.233332,-1.560283085107424
31,Ruth,2,neutral,rel-on-2,standard,c000063,True,1,2.3210626,1.7997790780594656,2.6592696,1.427304684253572
31,Ruth,2,neutral,rel-on-2,reversed,c000064,True,1,-0.52908105,-0.2063059488093637,0.37328538,0.2682956432488011
32,Ruth,2,repeat,rel-ctrl-1,standard,c000065,False,0,-2.6043952,-1.6670241156076675,-3.8005395,-1.847861061687672
32,Ruth,2,repeat,rel-ctrl-1,reversed,c000066,False,0,-1.7805762,-1.0871758589327905,-3.362845,-1.6259470420144266
33,Maria,0,seeded,rel-on-3,standard,c000067,True,0,-2.6359057,-1.6892029719840125,-3.800578,-1.8478806442136588
33,Maria,0,seeded,rel-on-3,reversed,c000068,True,0,-1.6400303,-0.988252017579689,-3.0841746,-1.4846593587797374
34,Maria,1,repeat,rel-ctrl-2,standard,c000069,False,1,2.6898415,2.059345618793365,3.4514608,1.8289508747065322
34,Maria,1,repeat,rel-ctrl-2,reversed,c000070,False,1,-0.064903095,0.12040756625835611,1.3695068,0.7733864818967503
35,Frank,0,mentioned,rel-on-1,standard,c000071,True,1,2.4528039,1.8925057107979548,3.6805196,1.9450851659506345
35,Frank,0,mentioned,rel-on-1,reversed,c000072,True,1,-0.93020064,-0.4886355829602334,0.21920416,0.19017544705728143
36,Maria,2,seeded,rel-ctrl-2,standard,c000073,False,1,2.7176962,2.078951247888093,4.023523,2.1189900846918164
36,Maria,2,seeded,rel-ctrl-2,reversed,c000074,False,1,-0.42649943,-0.13410346345997692,1.3915563,0.7845656866393732
37,Frank,0,mentioned,rel-on-0,standard,c000075,True,0,-1.6136584,-0.9696900944376158,-2.4322176,-1.1541128476323685
37,Frank,0,mentioned,rel-on-0,reversed,c000076,True,0,-1.2748077,-0.7311886426698563,-2.1074142,-0.989435408543799
38,Frank,0,neutral,rel-on-3,standard,c000077,True,0,-2.6448817,-1.695520753430361,-3.4957547,-1.6933331732901513
38,Frank,0,neutral,rel-on-3,reversed,c000078,True,0,-1.845048,-1.1325545391291585,-3.5387247,-1.7151192169695506
39,Ruth,1,repeat,rel-ctrl-1,standard,c000079,False,0,-2.6043952,-1.6670241156076675,-3.8005395,-1.847861061687672
39,Ruth,1,repeat,rel-ctrl-1,reversed,c000080,False,0,-1.7805762,-1.0871758589327905,-3.362845,-1.6259470420144266
40,Frank,0,repeat,rel-on-1,standard,c000081,True,1,2.5476487,1.9592626169180405,3.210951,1.707010848026524
40,Frank,0,repeat,rel-on-1,reversed,c000082,True,1,-0.6437312,-0.2870029034275752,0.19820839,0.17953045543677335
41,Maria,1,repeat,rel-on-2,standard,c000083,True,1,2.5829408,1.9841031374337963,3.4782698,1.8425432026977546
41,Maria,1,repeat,rel-on-2,reversed,c000084,True,1,-0.37284344,-0.09633748503854696,0.6134879,0.39007990120936703
42,Maria,2,mentioned,rel-ctrl-1,standard,c000085,False,0,-1.5871847,-0.9510564317192486,-1.8958536,-0.8821727872903213
42,Maria,2,mentioned,rel-ctrl-1,reversed,c000086,False,0,-1.7002788,-1.0306581621393727,-2.7029219,-1.2913616953221894
43,Maria,0,neutral,rel-ctrl-2,standard,c000087,False,1,2.6898415,2.059345618793365,3.4514608,1.8289508747065322
43,Maria,0,neutral,rel-ctrl-2,reversed,c000088,False,1,-0.064903095,0.12040756625835611,1.3695068,0.7733864818967503
44,Ruth,0,seeded,rel-on-1,standard,c000089,True,1,2.6866438,2.0570949259342908,3.6148148,1.911772388132243
44,Ruth,0,seeded,rel-on-1,reversed,c000090,True,1,-0.647278,-0.2894993567766668,0.5148456,0.3400676106166822
45,Frank,2,seeded,rel-ctrl-3,standard,c000091,False,0,-1.9272292,-1.1903981175419875,-2.778455,-1.3296575007254638
45,Frank,2,seeded,rel-ctrl-3,reversed,c000092,False,0,-1.2956063,-0.7458277954366149,-2.4440045,-1.1600889026924428
46,Ruth,1,seeded,rel-ctrl-0,standard,c000093,False,1,2.5183344,1.938629643528408,3.3052912,1.7548418930278564
46,Ruth,1,seeded,rel-ctrl-0,reversed,c000094,False,1,-0.6094202,-0.2628529707278278,0.74359936,0.45604726638937404
47,Maria,1,repeat,rel-ctrl-1,standard,c000095,False,0,-1.4278934,-0.8389386334614782,-1.8836414,-0.8759810826848128
47,Maria,1,repeat,rel-ctrl-1,reversed,c000096,False,0,-1.6671901,-1.0073685589665609,-3.0440912,-1.4643368067183715
48,Maria,1,neutral,rel-on-2,standard,c000097,True,1,2.5829408,1.9841031374337963,3.4782698,1.8425432026977546
48,Maria,1,neutral,rel-on-2,reversed,c000098,True,1,-0.37284344,-0.09633748503854696,0.6134879,0.39007990120936703
49,Ruth,2,seeded,rel-ctrl-0,standard,c000099,False,1,2.5183344,1.938629643528408,3.3052912,1.7548418930278564
49,Ruth,2,seeded,rel-ctrl-0,reversed,c000100,False,1,-0.6094202,-0.2628529707278278,0.74359936,0.45604726638937404
50,Frank,0,repeat,rel-ctrl-1,standard,c000101,False,0,-2.2653873,-1.428412075814697,-3.037478,-1.4609838431021989
50,Frank,0,repeat,rel-ctrl-1,reversed,c000102,False,0,-1.9378567,-1.1978783318421091,-3.7608223,-1.8277241809838098
51,Frank,2,seeded,rel-on-0,standard,c000103,True,0,-1.8630079,-1.1451957237196468,-3.7516713,-1.823084572882435
51,Frank,2,seeded,rel-on-0,reversed,c000104,True,0,-1.2545693,-0.7169437639019342,-2.6544669,-1.266794691193094
52,Ruth,0,seeded,rel-on-3,standard,c000105,True,0,-2.6895788,-1.72698094895446,-4.4501634,-2.177224643209694
52,Ruth,0,seeded,rel-on-3,reversed,c000106,True,0,-1.7085154,-1.0364555589632942,-3.3477507,-1.618294142506896
53,Ruth,2,repeat,rel-ctrl-0,standard,c000107,False,1,2.4471517,1.8885273946922232,2.8748064,1.5365832782054676
53,Ruth,2,repeat,rel-ctrl-0,reversed,c000108,False,1,-0.75247276,-0.36354110222213687,0.17557654,0.1680559564770526
54,Ruth,0,seeded,rel-ctrl-2,standard,c000109,False,1,2.5562665,1.9653283449290824,3.8797603,2.0461015053734
54,Ruth,0,seeded,rel-ctrl-2,reversed,c000110,False,1,-0.41538203,-0.12627843771098982,1.5204484,0.8499148725731077
55,Ruth,0,repeat,rel-ctrl-2,standard,c000111,False,1,2.472937,1.906676584529279,3.0645652,1.6327922283782805
55,Ruth,0,repeat,rel-ctrl-2,reversed,c000112,False,1,-0.4930485,-0.18094428851774635,0.7141647,0.4411236892704239
56,Frank,1,repeat,rel-on-2,standard,c000113,True,1,2.3590248,1.826498923756311,2.9474156,1.5733966138636726
56,Frank,1,repeat,rel-on-2,reversed,c000114,True,1,-0.7803243,-0.38314450780952986,0.030828172,0.09466758172361571
57,Maria,2,neutral,rel-ctrl-0,standard,c000115,False,1,2.659499,2.037988872789567,3.2226493,1.7129419358047029
57,Maria,2,neutral,rel-ctrl-0,reversed,c000116,False,1,-0.5232197,-0.20218041973683948,0.4560745,0.3102702739622528
58,Frank,0,neutral,rel-ctrl-0,standard,c000117,False,1,2.6076968,2.0015277155973146,3.1980035,1.7004463501485274
58,Frank,0,neutral,rel-ctrl-0,reversed,c000118,False,1,-0.8500473,-0.4322193284448735,-0.09047819,0.03316445734520748
59,Frank,2,mentioned,rel-ctrl-2,standard,c000119,False,1,2.4794438,1.911256338392759,3.671591,1.9405583386933685
59,Frank,2,mentioned,rel-ctrl-2,reversed,c000120,False,1,-0.48451442,-0.17493754638054598,0.9582744,0.5648889403401645
60,Maria,1,seeded,rel-on-0,standard,c000121,True,0,-2.2018085,-1.3836618510878511,-3.1671104,-1.5267083607840124
60,Maria,1,seeded,rel-on-0,reversed,c000122,True,0,-1.3554039,-0.7879166077418618,-2.2066164,-1.0397315551034487
61,Frank,2,neutral,rel-ctrl-3,standard,c000123,False,0,-2.0613515,-1.2848006874698275,-3.3465333,-1.6176769302989438
61,Frank,2,neutral,rel-ctrl-3,reversed,c000124,False,0,-1.4230702,-0.8355437992429373,-3.3167717,-1.6025876269878467
62,Ruth,2,mentioned,rel-on-3,standard,c000125,True,0,-2.160546,-1.3546191534259517,-3.3621645,-1.6256020510936482
62,Ruth,2,mentioned,rel-on-3,reversed,c000126,True,0,-1.5545015,-0.9280522765447431,-2.966103,-1.424796302117039
63,Maria,1,seeded,rel-on-2,standard,c000127,True,1,2.7497933,2.101542921475393,3.938404,2.075834307329921
63,Maria,1,seeded,rel-on-2,reversed,c000128,True,1,-0.48147696,-0.1727996231010496,0.4738473,0.3192811974710054
64,Maria,0,seeded,rel-on-2,standard,c000129,True,1,2.7497933,2.101542921475393,3.938404,2.075834307329921
64,Maria,0,seeded,rel-on-2,reversed,c000130,True,1,-0.48147696,-0.1727996231010496,0.4738473,0.3192811974710054
65,Maria,1,seeded,rel-ctrl-2,standard,c000131,False,1,2.7176962,2.078951247888093,4.023523,2.1189900846918164
65,Maria,1,seeded,rel-ctrl-2,reversed,c000132,False,1,-0.42649943,-0.13410346345997692,1.3915563,0.7845656866393732
66,Frank,0,neutral,rel-ctrl-1,standard,c000133,False,0,-2.2653873,-1.428412075814697,-3.037478,-1.4609838431021989
66,Frank,0,neutral,rel-ctrl-1,reversed,c000134,False,0,-1.9378567,-1.1978783318421091,-3.7608223,-1.8277241809838098
67,Maria,0,mentioned,rel-ctrl-0,standard,c000135,False,1,2.7846928,2.1261070558340585,3.7956207,2.0034421813092056
67,Maria,0,mentioned,rel-ctrl-0,reversed,c000136,False,1,-0.36766356,-0.09269160425594586,0.87158924,0.5209389827576962
68,Ruth,0,mentioned,rel-on-1,standard,c000137,True,1,2.682708,2.0543246875121612,3.727436,1.9688721327945917
68,Ruth,0,mentioned,rel-on-1,reversed,c000138,True,1,-0.55436176,-0.2240998809083745,0.7215231,0.4448544626703714
69,Frank,1,repeat,rel-on-0,standard,c000139,True,0,-2.5333216,-1.6169987246099449,-3.7560706,-1.8253150467682817
69,Frank,1,repeat,rel-on-0,reversed,c000140,True,0,-1.6422503,-0.9898145978479017,-3.233332,-1.560283085107424
70,Frank,2,seeded,rel-ctrl-0,standard,c000141,False,1,2.7016623,2.067665731524717,3.6355062,1.9222630615907892
70,Frank,2,seeded,rel-ctrl-0,reversed,c000142,False,1,-0.55562943,-0.2249921366444092,0.61194587,0.38929808094732576
71,Maria,1,mentioned,rel-on-1,standard,c000143,True,1,2.7884107,2.128723914203012,4.119876,2.1678417177604694
71,Maria,1,mentioned,rel-on-1,reversed,c000144,True,1,-0.6589822,-0.2977374095014515,0.50136024,0.3332304381522994
72,Maria,2,repeat,rel-on-0,standard,c000145,True,0,-2.1207736,-1.3266251121670016,-2.7925825,-1.336820232684376
72,Maria,2,repeat,rel-on-0,reversed,c000146,True,0,-1.58958,-0.9527424376210618,-2.7942705,-1.3376760615978704
73,Frank,2,repeat,rel-on-1,standard,c000147,True,1,2.5476487,1.9592626169180405,3.210951,1.707010848026524
73,Frank,2,repeat,rel-on-1,reversed,c000148,True,1,-0.6437312,-0.2870029034275752,0.19820839,0.17953045543677335
74,Ruth,0,repeat,rel-ctrl-0,standard,c000149,False,1,2.4471517,1.8885273946922232,2.8748064,1.5365832782054676
74,Ruth,0,repeat,rel-ctrl-0,reversed,c000150,False,1,-0.75247276,-0.36354110222213687,0.17557654,0.1680559564770526
75,Maria,2,neutral,rel-ctrl-3,standard,c000151,False,0,-0.959158,-0.5090173419739312,-1.690724,-0.7781707170535295
75,Maria,2,neutral,rel-ctrl-3,reversed,c000152,False,0,-1.2393011,-0.706197175373103,-2.1901875,-1.0314019705312654
76,Maria,0,repeat,rel-on-0,standard,c000153,True,0,-2.1207736,-1.3266251121670016,-2.7925825,-1.336820232684376
76,Maria,0,repeat,rel-on-0,reversed,c000154,True,0,-1.58958,-0.9527424376210618,-2.7942705,-1.3376760615978704
77,Ruth,1,seeded,rel-on-3,standard,c000155,True,0,-2.6895788,-1.72698094895446,-4.4501634,-2.177224643209694
77,Ruth,1,seeded,rel-on-3,reversed,c000156,True,0,-1.7085154,-1.0364555589632942,-3.3477507,-1.618294142506896
78,Frank,1,mentioned,rel-on-3,standard,c000157,True,0,-2.284797,-1.442073640507303,-3.0930533,-1.489160922160885
78,Frank,1,mentioned,rel-on-3,reversed,c000158,True,0,-1.6358132,-0.9852838450517382,-2.9137895,-1.3982729794659112
79,Frank,1,mentioned,rel-on-1,standard,c000159,True,1,2.4528039,1.8925057107979548,3.6805196,1.9450851659506345
79,Frank,1,mentioned,rel-on-1,reversed,c000160,True,1,-0.93020064,-0.4886355829602334,0.21920416,0.19017544705728143
80,Frank,1,seeded,rel-ctrl-0,standard,c000161,False,1,2.7016623,2.067665731524717,3.6355062,1.9222630615907892
80,Frank,1,seeded,rel-ctrl-0,reversed,c000162,False,1,-0.55562943,-0.2249921366444092,0.61194587,0.38929808094732576
81,Maria,1,neutral,rel-on-0,standard,c000163,True,0,-2.1207736,-1.3266251121670016,-2.7925825,-1.336820232684376
81,Maria,1,neutral,rel-on-0,reversed,c000164,True,0,-1.58958,-0.9527424376210618,-2.7942705,-1.3376760615978704
82,Maria,2,mentioned,rel-on-0,standard,c000165,True,0,-1.3718652,-0.7995029268900491,-1.6663125,-0.7657938957910698
82,Maria,2,mentioned,rel-on-0,reversed,c000166,True,0,-1.2473074,-0.7118324659263815,-1.8454947,-0.8566404975978493
83,Frank,1,repeat,rel-ctrl-1,standard,c000167,False,0,-2.2653873,-1.428412075814697,-3.037478,-1.4609838431021989
83,Frank,1,repeat,rel-ctrl-1,reversed,c000168,False,0,-1.9378567,-1.1978783318421091,-3.7608223,-1.8277241809838098
84,Ruth,2,seeded,rel-on-2,standard,c000169,True,1,2.540412,1.954169023095234,3.308665,1.7565524629367344
84,Ruth,2,seeded,rel-on-2,reversed,c000170,True,1,-0.5399526,-0.21395791856290491,0.53680557,0.35120145521809215
85,Ruth,1,seeded,rel-ctrl-2,standard,c000171,False,1,2.5562665,1.9653283449290824,3.8797603,2.0461015053734
85,Ruth,1,seeded,rel-ctrl-2,reversed,c000172,False,1,-0.41538203,-0.12627843771098982,1.5204484,0.8499148725731077
86,Ruth,2,neutral,rel-on-1,standard,c000173,True,1,2.4682024,1.90334400851613,2.917585,1.5582722554134634
86,Ruth,2,neutral,rel-on-1,reversed,c000174,True,1,-0.4348662,-0.1399924436143369,0.5425361,0.3541068614116359
87,Ruth,0,neutral,rel-ctrl-3,standard,c000175,False,0,-2.2103794,-1.3896945201596418,-3.472548,-1.6815672180466668
87,Ruth,0,neutral,rel-ctrl-3,reversed,c000176,False,0,-1.5697011,-0.9387505352537551,-3.0043008,-1.4441628159189663
88,Frank,0,neutral,rel-ctrl-2,standard,c000177,False,1,2.5616107,1.9690898480931256,3.08907,1.6452163740785415
88,Frank,0,neutral,rel-ctrl-2,reversed,c000178,False,1,-0.4654848,-0.16154347381568868,0.3852296,0.2743514336403816
89,Ruth,2,seeded,rel-ctrl-2,standard,c000179,False,1,2.5562665,1.9653283449290824,3.8797603,2.0461015053734
89,Ruth,2,seeded,rel-ctrl-2,reversed,c000180,False,1,-0.41538203,-0.12627843771098982,1.5204484,0.8499148725731077
90,Frank,2,mentioned,rel-on-0,standard,c000181,True,0,-1.6136584,-0.9696900944376158,-2.4322176,-1.1541128476323685
90,Frank,2,mentioned,rel-on-0,reversed,c000182,True,0,-1.2748077,-0.7311886426698563,-2.1074142,-0.989435408543799
91,Maria,2,neutral,rel-on-2,standard,c000183,True,1,2.5829408,1.9841031374337963,3.4782698,1.8425432026977546
91,Maria,2,neutral,rel-on-2,reversed,c000184,True,1,-0.37284344,-0.09633748503854696,0.6134879,0.39007990120936703
92,Frank,2,repeat,rel-ctrl-2,standard,c000185,False,1,2.5616107,1.9690898480931256,3.08907,1.6452163740785415
92,Frank,2,repeat,rel-ctrl-2,reversed,c000186,False,1,-0.4654848,-0.16154347381568868,0.3852296,0.2743514336403816
93,Frank,1,mentioned,rel-ctrl-3,standard,c000187,False,0,-1.6999292,-1.0304121499315437,-2.184338,-1.0284363057623858
93,Frank,1,mentioned,rel-ctrl-3,reversed,c000188,False,0,-1.3332187,-0.7723014611137569,-2.3567882,-1.115869624937762
94,Maria,1,repeat,rel-on-3,standard,c000189,True,0,-2.475264,-1.5761346872698005,-3.3321712,-1.6103952526266305
94,Maria,1,repeat,rel-on-3,reversed,c000190,True,0,-1.6499414,-0.9952280411032607,-3.1787806,-1.5326251847469663
95,Ruth,0,mentioned,rel-on-2,standard,c000191,True,1,2.5261247,1.9441128965235057,3.371623,1.7884725846940572
95,Ruth,0,mentioned,rel-on-2,reversed,c000192,True,1,-0.6622636,-0.3000470043284302,0.5069403,0.3360595691983269
96,Ruth,1,neutral,rel-on-2,standard,c000193,True,1,2.3210626,1.7997790780594656,2.6592696,1.427304684253572
96,Ruth,1,neutral,rel-on-2,reversed,c000194,True,1,-0.52908105,-0.2063059488093637,0.37328538,0.2682956432488011
97,Ruth,2,neutral,rel-on-3,standard,c000195,True,0,-2.6142237,-1.6739419923167693,-4.3601856,-2.131605335726752
97,Ruth,2,neutral,rel-on-3,reversed,c000196,True,0,-1.7735684,-1.082243364509381,-3.6435447,-1.7682636540219496
98,Maria,2,repeat,rel-ctrl-2,standard,c000197,False,1,2.6898415,2.059345618793365,3.4514608,1.8289508747065322
98,Maria,2,repeat,rel-ctrl-2,reversed,c000198,False,1,-0.064903095,0.12040756625835611,1.3695068,0.7733864818967503
99,Frank,2,mentioned,rel-on-1,standard,c000199,True,1,2.4528039,1.8925057107979548,3.6805196,1.9450851659506345
99,Frank,2,mentioned,rel-on-1,reversed,c000200,True,1,-0.93020064,-0.4886355829602334,0.21920416,0.19017544705728143
100,Maria,2,neutral,rel-on-3,standard,c000201,True,0,-2.475264,-1.5761346872698005,-3.3321712,-1.6103952526266305
100,Maria,2,neutral,rel-on-3,reversed,c000202,True,0,-1.6499414,-0.9952280411032607,-3.1787806,-1.5326251847469663
101,Ruth,0,repeat,rel-ctrl-3,standard,c000203,False,0,-2.2103794,-1.3896945201596418,-3.472548,-1.6815672180466668
101,Ruth,0,repeat,rel-ctrl-3,reversed,c000204,False,0,-1.5697011,-0.9387505352537551,-3.0043008,-1.4441628159189663
102,Maria,1,mentioned,rel-ctrl-2,standard,c000205,False,1,2.7614474,2.1097457337065597,4.045308,2.1300353546270734
102,Maria,1,mentioned,rel-ctrl-2,reversed,c000206,False,1,-0.2811371,-0.03178961247972275,1.4957055,0.8373700284024903
103,Maria,2,neutral,rel-on-0,standard,c000207,True,0,-2.1207736,-1.3266251121670016,-2.7925825,-1.336820232684376
103,Maria,2,neutral,rel-on-0,reversed,c000208,True,0,-1.58958,-0.9527424376210618,-2.7942705,-1.3376760615978704
104,Frank,0,seeded,rel-ctrl-2,standard,c000209,False,1,2.5839617,1.9848217078798562,3.7913826,2.0012934221614267
104,Frank,0,seeded,rel-ctrl-2,reversed,c000210,False,1,-0.4832918,-0.17407700708876753,0.9733302,0.5725223177616036
105,Frank,2,neutral,rel-ctrl-0,standard,c000211,False,1,2.6076968,2.0015277155973146,3.1980035,1.7004463501485274
105,Frank,2,neutral,rel-ctrl-0,reversed,c000212,False,1,-0.8500473,-0.4322193284448735,-0.09047819,0.03316445734520748
106,Frank,2,neutral,rel-on-3,standard,c000213,True,0,-2.6448817,-1.695520753430361,-3.4957547,-1.6933331732901513
106,Frank,2,neutral,rel-on-3,reversed,c000214,True,0,-1.845048,-1.1325545391291585,-3.5387247,-1.7151192169695506
107,Maria,1,neutral,rel-on-3,standard,c000215,True,0,-2.475264,-1.5761346872698005,-3.3321712,-1.6103952526266305
107,Maria,1,neutral,rel-on-3,reversed,c000216,True,0,-1.6499414,-0.9952280411032607,-3.1787806,-1.5326251847469663
